Model,Evaluation Window,bin,rows,high_vol_rows,score_min,score_max,mean_score,observed_high_vol_rate,abs_calibration_error
XGBoost[Raw + TabICL embeddings],holdout,7,50,10,0.028608189895749092,0.04124670848250389,0.03440898079425096,0.2,0.16559101920574903
XGBoost[Raw + TabICL embeddings],holdout,8,50,15,0.04130670055747032,0.05948648601770401,0.04862616553902626,0.3,0.2513738344609737
XGBoost[Raw + TabICL embeddings],holdout,9,50,23,0.06113862618803978,0.11735735833644867,0.08416460178792477,0.46,0.37583539821207523
XGBoost[Raw + TabICL embeddings],holdout,10,50,29,0.12052009999752045,0.8896186947822571,0.30531133234500885,0.58,0.2746886676549911
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,1,35,4,0.006528870668262243,0.008837788365781307,0.008047649463904755,0.11428571428571428,0.10623806482180953
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,2,35,9,0.008856821805238724,0.009740196168422699,0.009290249672319208,0.2571428571428571,0.24785260747053792
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,3,35,7,0.00974160898476839,0.011003644205629826,0.01033329495361873,0.2,0.18966670504638128
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,4,35,7,0.011012574657797813,0.011891578324139118,0.011429429772709098,0.2,0.1885705702272909
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,5,35,6,0.011934596113860607,0.013373060151934624,0.012684786798698562,0.17142857142857143,0.15874378462987287
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,6,35,3,0.013451509177684784,0.015550282783806324,0.014433183600859982,0.08571428571428572,0.07128110211342573
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,7,35,2,0.015580802224576473,0.01868058741092682,0.017327759920486383,0.05714285714285714,0.039815097222370754
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,8,35,6,0.01895579881966114,0.02574840746819973,0.021983575661267553,0.17142857142857143,0.14944499576730388
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,9,35,12,0.025904854759573936,0.05976423993706703,0.03711080801274095,0.34285714285714286,0.3057463348444019
XGBoost[Raw + TabICL embeddings] Calibration Base,calibration,10,35,22,0.06533462554216385,0.6689398884773254,0.31282753752810616,0.6285714285714286,0.3157438910433224
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,1,50,5,0.005967121105641127,0.00826780404895544,0.007184926979243755,0.1,0.09281507302075626
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,2,50,6,0.008389817550778389,0.009450879879295826,0.00897269818931818,0.12,0.11102730181068182
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,3,50,6,0.009483329951763153,0.010518599301576614,0.010048002898693086,0.12,0.1099519971013069
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,4,50,7,0.010524198412895203,0.011789380572736263,0.011057862974703313,0.14,0.1289421370252967
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,5,50,4,0.011881195940077305,0.013480814173817635,0.012634514570236207,0.08,0.0673654854297638
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,6,50,6,0.013511553406715393,0.017431145533919334,0.015091854948550462,0.12,0.10490814505144953
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,7,50,5,0.017737120389938354,0.026099545881152153,0.021603205502033235,0.1,0.07839679449796677
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,8,50,10,0.0264882855117321,0.07567396759986877,0.04551954135298729,0.2,0.1544804586470127
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,9,50,29,0.07591640949249268,0.31200656294822693,0.16367995351552964,0.58,0.4163200464844703
XGBoost[Raw + TabICL embeddings] Calibration Base,holdout,10,50,41,0.3224983215332031,0.9007501602172852,0.5537017965316773,0.82,0.26629820346832267
XGBoost[Raw + TabICL embeddings] Calibrated,calibration,1,35,4,0.19667499011724718,0.19789700805280064,0.1974783526927351,0.11428571428571428,0.0831926384070208
XGBoost[Raw + TabICL embeddings] Calibrated,calibration,2,35,9,0.19790710541978035,0.1983761684350502,0.1981371901601364,0.2571428571428571,0.05900566698272072
XGBoost[Raw + TabICL embeddings] Calibrated,calibration,3,35,7,0.19837691929614484,0.19904849997619173,0.19869164614143828,0.2,0.0013083538585617338
