trial,params,mean_test_score,std_test_score,fold_scores,mean_best_iteration,max_best_iteration,fold_best_iterations,early_stopping_rounds,errors
41,"{""colsample_bylevel"": 0.981086274237271, ""colsample_bytree"": 0.6561788187380373, ""gamma"": 0.0006313648878710438, ""learning_rate"": 0.11517727439993737, ""max_bin"": 244, ""max_delta_step"": 1, ""max_depth"": 5, ""min_child_weight"": 67.96433597993413, ""n_estimators"": 2620, ""reg_alpha"": 2.005023114470559e-05, ""reg_lambda"": 62.7455117836141, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9660894986006183}",0.26704675120849036,0.030996627986972152,"[0.2640435775930614, 0.2496993444941263, 0.2244144241582091, 0.2999781711946239, 0.31448587507923426, 0.24965911473168706]",30.666666666666668,151.0,"[10, 6, 3, 3, 11, 151]",75,
42,"{""colsample_bylevel"": 0.9595578576393298, ""colsample_bytree"": 0.5891445923940827, ""gamma"": 0.24088310798762158, ""learning_rate"": 0.004118195735345329, ""max_bin"": 174, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 8.476806733926127, ""n_estimators"": 1796, ""reg_alpha"": 0.7559192255603387, ""reg_lambda"": 1.0836433203804765, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.5704508711536561}",0.2821349680060796,0.033930233947815414,"[0.3378826296018793, 0.2629588965511673, 0.2539511651675974, 0.28320494599574214, 0.31340500831046536, 0.24140716240962623]",79.0,176.0,"[15, 176, 53, 13, 43, 174]",75,
43,"{""colsample_bylevel"": 0.6404815947961151, ""colsample_bytree"": 0.9727263162421074, ""gamma"": 4.0698537799485335, ""learning_rate"": 0.020332818735861194, ""max_bin"": 795, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 0.1748416011825737, ""n_estimators"": 489, ""reg_alpha"": 0.005222502877363797, ""reg_lambda"": 0.3137641715239076, ""scale_pos_weight"": 1.0, ""subsample"": 0.988477663449775}",0.26677012681940077,0.04100345768412366,"[0.23231509474386536, 0.27466582633777165, 0.24080695935286608, 0.27643354099762796, 0.3480005547183714, 0.22839878476590217]",15.5,42.0,"[12, 1, 2, 42, 8, 28]",75,
44,"{""colsample_bylevel"": 0.9931053722398014, ""colsample_bytree"": 0.8339889427108599, ""gamma"": 0.023875874361448276, ""learning_rate"": 0.011007061160440106, ""max_bin"": 851, ""max_delta_step"": 10, ""max_depth"": 5, ""min_child_weight"": 0.3691057418419989, ""n_estimators"": 1981, ""reg_alpha"": 3.41509396158859e-05, ""reg_lambda"": 93.17796284441438, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8765737787747621}",0.2391199434260954,0.020661454340944428,"[0.22724165870573404, 0.21188063021713263, 0.22579630117466803, 0.2623582094400232, 0.2700670268680294, 0.23737583415098498]",43.666666666666664,70.0,"[70, 36, 13, 31, 45, 67]",75,
45,"{""colsample_bylevel"": 0.8067075979678949, ""colsample_bytree"": 0.6800336699598404, ""gamma"": 7.536160712278311, ""learning_rate"": 0.1139574579843647, ""max_bin"": 1004, ""max_delta_step"": 10, ""max_depth"": 8, ""min_child_weight"": 1.0391559804346349, ""n_estimators"": 773, ""reg_alpha"": 4.719253596577225, ""reg_lambda"": 135.4717739798593, ""scale_pos_weight"": 1.0, ""subsample"": 0.7195325364720734}",0.22709844901885293,0.02268890521399204,"[0.2, 0.20833333333333331, 0.21147058823529413, 0.2650793650793651, 0.2432758620689655, 0.23443154539615968]",34.166666666666664,69.0,"[1, 69, 69, 31, 4, 31]",75,
46,"{""colsample_bylevel"": 0.874789149988036, ""colsample_bytree"": 0.6661441969383726, ""gamma"": 1.677214568182677, ""learning_rate"": 0.03273964158106989, ""max_bin"": 737, ""max_delta_step"": 0, ""max_depth"": 4, ""min_child_weight"": 0.13422958667896914, ""n_estimators"": 804, ""reg_alpha"": 2.481009781809008e-05, ""reg_lambda"": 50.782556250290426, ""scale_pos_weight"": 1.0, ""subsample"": 0.7904558237632584}",0.2538950589644505,0.02749163614333776,"[0.24409288520426947, 0.2320382624947711, 0.2259828912102303, 0.2748982932138321, 0.3047778369790294, 0.24158018468457082]",36.666666666666664,118.0,"[7, 10, 118, 2, 68, 15]",75,
47,"{""colsample_bylevel"": 0.8749553747349859, ""colsample_bytree"": 0.9522411637417036, ""gamma"": 0.048645733375228005, ""learning_rate"": 0.06331395004140579, ""max_bin"": 841, ""max_delta_step"": 1, ""max_depth"": 4, ""min_child_weight"": 0.31010088080646075, ""n_estimators"": 2904, ""reg_alpha"": 8.0189204664187e-05, ""reg_lambda"": 103.82958288024723, ""scale_pos_weight"": 1.0, ""subsample"": 0.6432524420536254}",0.26047339408832254,0.033911444137266565,"[0.2524950956102916, 0.2313898945665661, 0.2162328672814538, 0.3031827373060389, 0.30682900299123284, 0.25271076677435167]",68.66666666666667,204.0,"[24, 204, 1, 8, 167, 8]",75,
48,"{""colsample_bylevel"": 0.9391103337395961, ""colsample_bytree"": 0.8663495226947258, ""gamma"": 1.974676920329832e-05, ""learning_rate"": 0.009271614011697646, ""max_bin"": 678, ""max_delta_step"": 1, ""max_depth"": 3, ""min_child_weight"": 2.3232626253954267, ""n_estimators"": 2565, ""reg_alpha"": 6.600858612254679, ""reg_lambda"": 0.5876906570391041, ""scale_pos_weight"": 1.0, ""subsample"": 0.7983580774485186}",0.26807065206854036,0.03233812763434876,"[0.27670156885142905, 0.26496938453599267, 0.22938195436106862, 0.2725517095758116, 0.328574069013945, 0.2362452260729951]",24.0,78.0,"[13, 5, 37, 4, 7, 78]",75,
49,"{""colsample_bylevel"": 0.7804689857676932, ""colsample_bytree"": 0.9321594814620898, ""gamma"": 0.003486242899515743, ""learning_rate"": 0.005266872453787954, ""max_bin"": 430, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 5.591914266953258, ""n_estimators"": 2522, ""reg_alpha"": 0.0003095630597119024, ""reg_lambda"": 0.1489876124721722, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7077644014629687}",0.279023205438888,0.03127299255862282,"[0.2900317829337054, 0.26208227427267283, 0.272067451882078, 0.2828934697682018, 0.33528052906364775, 0.23178372471302222]",17.333333333333332,70.0,"[15, 5, 3, 70, 5, 6]",75,
50,"{""colsample_bylevel"": 0.7949588434273165, ""colsample_bytree"": 0.6657342248048528, ""gamma"": 0.005708770787450186, ""learning_rate"": 0.13372857006726868, ""max_bin"": 435, ""max_delta_step"": 0, ""max_depth"": 7, ""min_child_weight"": 1.3923267891540658, ""n_estimators"": 1758, ""reg_alpha"": 0.005967596852907774, ""reg_lambda"": 7.278483335124995, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8639388421720586}",0.26515666045044756,0.029445185752525374,"[0.2581781116990934, 0.28543696452304984, 0.22425772121238888, 0.28686463248467853, 0.30402355904626993, 0.2321789737372047]",50.0,168.0,"[7, 168, 2, 15, 14, 94]",75,
51,"{""colsample_bylevel"": 0.8982358878369386, ""colsample_bytree"": 0.7026407443703948, ""gamma"": 2.0232207251846024, ""learning_rate"": 0.07578042632067768, ""max_bin"": 979, ""max_delta_step"": 10, ""max_depth"": 3, ""min_child_weight"": 4.876473889044061, ""n_estimators"": 1873, ""reg_alpha"": 0.002001065350587435, ""reg_lambda"": 7.968591753437808, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.5841384976488988}",0.25950586221866595,0.02840360373647742,"[0.2911685498621803, 0.23215182156174505, 0.23687597040520883, 0.26875028033747583, 0.29905179791328124, 0.22903675323210443]",22.333333333333332,90.0,"[13, 5, 90, 4, 19, 3]",75,
52,"{""colsample_bylevel"": 0.5644398609553246, ""colsample_bytree"": 0.5204252114267749, ""gamma"": 9.060317736826337e-05, ""learning_rate"": 0.00537439210348404, ""max_bin"": 647, ""max_delta_step"": 5, ""max_depth"": 9, ""min_child_weight"": 8.524016274549856, ""n_estimators"": 680, ""reg_alpha"": 18.946058299060184, ""reg_lambda"": 2.223269435868451, ""scale_pos_weight"": 1.0, ""subsample"": 0.987899657171547}",0.2533437947832868,0.03370767843749072,"[0.22776470811109684, 0.23459403520828045, 0.2166982208591593, 0.2721478407961294, 0.3174618019705892, 0.25139616175446544]",29.5,59.0,"[59, 3, 48, 4, 57, 6]",75,
53,"{""colsample_bylevel"": 0.80096769777048, ""colsample_bytree"": 0.5731169862484764, ""gamma"": 1.5070492768202872, ""learning_rate"": 0.01277969461369592, ""max_bin"": 809, ""max_delta_step"": 10, ""max_depth"": 7, ""min_child_weight"": 0.0962018813407077, ""n_estimators"": 2680, ""reg_alpha"": 0.0031041334938466014, ""reg_lambda"": 64.3090146743045, ""scale_pos_weight"": 1.0, ""subsample"": 0.7765377718846856}",0.26288341433917745,0.041897297737811576,"[0.24015062550782773, 0.2273081957079979, 0.21239067630095793, 0.3104131314426959, 0.3256457507796061, 0.26139210629597925]",15.5,41.0,"[24, 5, 1, 16, 41, 6]",75,
54,"{""colsample_bylevel"": 0.8451974143146826, ""colsample_bytree"": 0.4716216769126044, ""gamma"": 1.089203184390557, ""learning_rate"": 0.04191353236048694, ""max_bin"": 366, ""max_delta_step"": 3, ""max_depth"": 8, ""min_child_weight"": 0.8087969498073772, ""n_estimators"": 736, ""reg_alpha"": 0.00086724845941257, ""reg_lambda"": 31.785541163014358, ""scale_pos_weight"": 1.0, ""subsample"": 0.8187751370149439}",0.289343014774851,0.04414956207822337,"[0.2745025551062547, 0.2549835635909843, 0.23469175208042947, 0.3069682152398105, 0.37294936150532193, 0.2919626411263051]",8.666666666666666,16.0,"[16, 6, 13, 2, 7, 8]",75,
55,"{""colsample_bylevel"": 0.9931284979334076, ""colsample_bytree"": 0.745124855293033, ""gamma"": 6.643773857185972, ""learning_rate"": 0.008086791824367737, ""max_bin"": 155, ""max_delta_step"": 1, ""max_depth"": 6, ""min_child_weight"": 0.07919891094619802, ""n_estimators"": 1735, ""reg_alpha"": 8.547094389750586e-05, ""reg_lambda"": 12.255408411238527, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7802548489520498}",0.2602244523902257,0.04038154133332337,"[0.24683707361466806, 0.23932575884825097, 0.21701618348684815, 0.28554507248566724, 0.33778411688282384, 0.23483850902309547]",48.833333333333336,109.0,"[55, 6, 98, 20, 5, 109]",75,
56,"{""colsample_bylevel"": 0.7660567426326579, ""colsample_bytree"": 0.5089446062368769, ""gamma"": 0.006594148812347317, ""learning_rate"": 0.028090957493452997, ""max_bin"": 142, ""max_delta_step"": 0, ""max_depth"": 8, ""min_child_weight"": 0.8087861963284458, ""n_estimators"": 1113, ""reg_alpha"": 0.08866569939481254, ""reg_lambda"": 41.90063119685776, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6973738084800616}",0.2624282649503041,0.044989363315597754,"[0.25377210089288815, 0.24487078013262475, 0.20846847715848044, 0.2672267886455452, 0.3548226183459876, 0.24540882452629806]",36.833333333333336,68.0,"[58, 26, 4, 34, 31, 68]",75,
57,"{""colsample_bylevel"": 0.5598810659096256, ""colsample_bytree"": 0.9397900044069423, ""gamma"": 0.05498495260490445, ""learning_rate"": 0.05196870688601825, ""max_bin"": 194, ""max_delta_step"": 0, ""max_depth"": 6, ""min_child_weight"": 1.7203174708864692, ""n_estimators"": 2675, ""reg_alpha"": 0.057510321140937404, ""reg_lambda"": 5.488930463396541, ""scale_pos_weight"": 1.0, ""subsample"": 0.8040063441351886}",0.2569288515774425,0.02474301753837195,"[0.2407727230248416, 0.25224775047859016, 0.2313896287101972, 0.26585495590556585, 0.3069364230487483, 0.24437162829671186]",44.5,202.0,"[7, 11, 9, 35, 3, 202]",75,
58,"{""colsample_bylevel"": 0.6893863129756447, ""colsample_bytree"": 0.635595758629555, ""gamma"": 4.66342755950778, ""learning_rate"": 0.03848101646375581, ""max_bin"": 570, ""max_delta_step"": 3, ""max_depth"": 6, ""min_child_weight"": 0.5720660495861497, ""n_estimators"": 1712, ""reg_alpha"": 1.1291211487601446e-05, ""reg_lambda"": 0.30372424743745086, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6606809777730287}",0.26026477168903356,0.02756443992203253,"[0.23879972422207363, 0.25741717683377907, 0.24607888171938008, 0.3018561591478733, 0.2915365339440287, 0.22590015426706672]",13.833333333333334,38.0,"[1, 20, 1, 38, 17, 6]",75,
59,"{""colsample_bylevel"": 0.5803406866297778, ""colsample_bytree"": 0.5526118632282182, ""gamma"": 0.0006257389794931807, ""learning_rate"": 0.006213536740123276, ""max_bin"": 950, ""max_delta_step"": 0, ""max_depth"": 8, ""min_child_weight"": 0.07318402154954909, ""n_estimators"": 2990, ""reg_alpha"": 0.007460669282028744, ""reg_lambda"": 130.26254933011012, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9534746183383094}",0.2470142373198855,0.01596283537769235,"[0.22796323539929528, 0.2426086974402562, 0.23749470654590837, 0.2604208964440039, 0.27530140709103623, 0.23829648099881331]",20.666666666666668,42.0,"[3, 11, 13, 42, 42, 13]",75,
60,"{""colsample_bylevel"": 0.78799920890283, ""colsample_bytree"": 0.9545675871970425, ""gamma"": 1.0799297350004414e-05, ""learning_rate"": 0.18011702961683732, ""max_bin"": 733, ""max_delta_step"": 3, ""max_depth"": 7, ""min_child_weight"": 47.5118764029944, ""n_estimators"": 1246, ""reg_alpha"": 0.05562334781749725, ""reg_lambda"": 2.2710868518373135, ""scale_pos_weight"": 1.0, ""subsample"": 0.8962718199363717}",0.253049462948909,0.023507423521549095,"[0.26054908190703263, 0.22126528327989667, 0.23786132328782938, 0.2614119592625339, 0.29566544146743373, 0.2415436884887276]",13.0,44.0,"[6, 9, 12, 1, 6, 44]",75,
61,"{""colsample_bylevel"": 0.5935218742787617, ""colsample_bytree"": 0.628023580022334, ""gamma"": 0.0047938866490412615, ""learning_rate"": 0.025290432789750746, ""max_bin"": 240, ""max_delta_step"": 5, ""max_depth"": 8, ""min_child_weight"": 9.226140970832935, ""n_estimators"": 1053, ""reg_alpha"": 0.001048126913177883, ""reg_lambda"": 5.248144426322443, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9694064540156204}",0.2645584829138547,0.02730854769763485,"[0.24825252536011347, 0.2444521975876986, 0.25671475138752087, 0.27974644861541426, 0.31839719888786755, 0.23978777564451345]",48.666666666666664,132.0,"[4, 72, 11, 69, 132, 4]",75,
62,"{""colsample_bylevel"": 0.6603210960797572, ""colsample_bytree"": 0.7766357036568443, ""gamma"": 0.0021209593223396753, ""learning_rate"": 0.020214573371417643, ""max_bin"": 388, ""max_delta_step"": 1, ""max_depth"": 5, ""min_child_weight"": 0.2214820883428174, ""n_estimators"": 1591, ""reg_alpha"": 4.66789545737709, ""reg_lambda"": 0.38404882200112356, ""scale_pos_weight"": 1.0, ""subsample"": 0.5512199047364484}",0.2650922961682597,0.024321787151629387,"[0.24928919106144792, 0.2617753479876418, 0.24647617876166938, 0.28162149064489983, 0.3106522835850921, 0.240739284968807]",24.333333333333332,84.0,"[4, 2, 2, 11, 43, 84]",75,
63,"{""colsample_bylevel"": 0.5583480320708407, ""colsample_bytree"": 0.7102414105785407, ""gamma"": 0.06592742797592863, ""learning_rate"": 0.0843009998031622, ""max_bin"": 222, ""max_delta_step"": 0, ""max_depth"": 6, ""min_child_weight"": 22.92842624724575, ""n_estimators"": 635, ""reg_alpha"": 0.007238157859444643, ""reg_lambda"": 87.68166473473565, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.972253205569467}",0.26112917823918985,0.029755798049319833,"[0.25247993000665975, 0.2391418987804473, 0.23389528103527538, 0.2734788261526684, 0.3214656603489741, 0.2463134731111142]",48.333333333333336,100.0,"[18, 36, 27, 53, 100, 56]",75,
64,"{""colsample_bylevel"": 0.5906165330828301, ""colsample_bytree"": 0.48657294705172766, ""gamma"": 0.4675450265253998, ""learning_rate"": 0.033489432429322535, ""max_bin"": 959, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 22.479774240795813, ""n_estimators"": 1652, ""reg_alpha"": 0.0002578643118129753, ""reg_lambda"": 0.18536236493383906, ""scale_pos_weight"": 1.0, ""subsample"": 0.6338822440546649}",0.2602210350617839,0.03091860366051525,"[0.2667144976160958, 0.23892690199074976, 0.22098698336017178, 0.2800487305969299, 0.31422066265876814, 0.24042843414798795]",18.666666666666668,56.0,"[3, 56, 1, 13, 3, 36]",75,
65,"{""colsample_bylevel"": 0.6178458730324998, ""colsample_bytree"": 0.7985672100460975, ""gamma"": 5.254019981238756, ""learning_rate"": 0.01131970124844867, ""max_bin"": 169, ""max_delta_step"": 0, ""max_depth"": 3, ""min_child_weight"": 20.675336479091694, ""n_estimators"": 1718, ""reg_alpha"": 0.9919212264843517, ""reg_lambda"": 67.17733958493618, ""scale_pos_weight"": 1.0, ""subsample"": 0.685620043373864}",0.2531142443381064,0.03801982074440791,"[0.2099401868175967, 0.22535064456017923, 0.21595238095238095, 0.28776389415058934, 0.30932224695095967, 0.2703561125969327]",117.66666666666667,297.0,"[95, 297, 6, 6, 181, 121]",75,
66,"{""colsample_bylevel"": 0.8738046900881256, ""colsample_bytree"": 0.7264962145508636, ""gamma"": 0.0002905220884632602, ""learning_rate"": 0.13117865752588675, ""max_bin"": 630, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 0.08173830613519217, ""n_estimators"": 2551, ""reg_alpha"": 0.23424264934977734, ""reg_lambda"": 0.12747900537028575, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.699767103660618}",0.2674063450999122,0.031024270489294518,"[0.23822108526142632, 0.24729199346127606, 0.2585858703480276, 0.3016571507228989, 0.3179601249821393, 0.24072184582370504]",38.333333333333336,147.0,"[48, 147, 12, 5, 12, 6]",75,
67,"{""colsample_bylevel"": 0.8652745684046508, ""colsample_bytree"": 0.8315446840718361, ""gamma"": 0.00011235063203689635, ""learning_rate"": 0.12013251751171958, ""max_bin"": 416, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 36.5686638256456, ""n_estimators"": 819, ""reg_alpha"": 96.3492440297588, ""reg_lambda"": 20.661739662432776, ""scale_pos_weight"": 1.0, ""subsample"": 0.6618201129165097}",0.19999999999999998,2.7755575615628914e-17,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",1.0,1.0,"[1, 1, 1, 1, 1, 1]",75,
68,"{""colsample_bylevel"": 0.8719731462863385, ""colsample_bytree"": 0.46844283910467865, ""gamma"": 0.03898450270129972, ""learning_rate"": 0.0737524269774251, ""max_bin"": 762, ""max_delta_step"": 1, ""max_depth"": 2, ""min_child_weight"": 0.10683789311550955, ""n_estimators"": 2332, ""reg_alpha"": 5.948701249137651e-05, ""reg_lambda"": 43.871982414902796, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9087829146007992}",0.25745747377999667,0.022022728068834346,"[0.237446455209382, 0.24518522658496564, 0.23927618451301808, 0.28044841005172866, 0.2948840710461933, 0.24750449527469262]",53.833333333333336,121.0,"[6, 64, 35, 11, 86, 121]",75,
69,"{""colsample_bylevel"": 0.5749587136743869, ""colsample_bytree"": 0.5760882673779528, ""gamma"": 0.35557817606010345, ""learning_rate"": 0.061716627709157715, ""max_bin"": 222, ""max_delta_step"": 3, ""max_depth"": 4, ""min_child_weight"": 3.2428480568811486, ""n_estimators"": 1193, ""reg_alpha"": 0.0005788864875854217, ""reg_lambda"": 0.7961536509788075, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9815836575538126}",0.26982533429785943,0.02500776838836623,"[0.3034652516262824, 0.23501222624397503, 0.24524310823937298, 0.27402055803464337, 0.29725517024965403, 0.2639556913932286]",16.0,53.0,"[7, 18, 11, 3, 4, 53]",75,
70,"{""colsample_bylevel"": 0.6712621285892717, ""colsample_bytree"": 0.5750430406664929, ""gamma"": 0.004667631221837706, ""learning_rate"": 0.010052604559249579, ""max_bin"": 490, ""max_delta_step"": 5, ""max_depth"": 3, ""min_child_weight"": 3.7785112841225468, ""n_estimators"": 1384, ""reg_alpha"": 0.0006195961677856195, ""reg_lambda"": 16.737569740164727, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9694532271176256}",0.2646441986117129,0.018432529907584084,"[0.26893487712051617, 0.25041988998399345, 0.2593439711310639, 0.2820447910019469, 0.29080590121130706, 0.2363157612214497]",29.5,74.0,"[53, 74, 14, 4, 18, 14]",75,
71,"{""colsample_bylevel"": 0.7825665917946045, ""colsample_bytree"": 0.8331579531322908, ""gamma"": 6.496751745492693, ""learning_rate"": 0.05848708569207925, ""max_bin"": 233, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 0.7919647552985686, ""n_estimators"": 2328, ""reg_alpha"": 0.009309250121617648, ""reg_lambda"": 18.183434184267355, ""scale_pos_weight"": 1.0, ""subsample"": 0.9665058308080494}",0.24510159211944169,0.026300743365879516,"[0.22675391162252545, 0.22489683430454044, 0.2288727556057252, 0.2714188006941188, 0.29130574478747173, 0.22736150570226843]",19.833333333333332,75.0,"[75, 2, 14, 7, 6, 15]",75,
72,"{""colsample_bylevel"": 0.725419685702066, ""colsample_bytree"": 0.5122809252124154, ""gamma"": 16.051437630719175, ""learning_rate"": 0.10167046441455149, ""max_bin"": 309, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 30.63531292915563, ""n_estimators"": 966, ""reg_alpha"": 0.00039063337524983705, ""reg_lambda"": 6.496695645927707, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.5746427374699141}",0.2682586413630031,0.029948346070678093,"[0.2819278698352926, 0.27141083938144633, 0.23865263674763698, 0.2589651274986064, 0.32389606430482754, 0.23469931041020836]",34.5,90.0,"[27, 90, 6, 4, 43, 37]",75,
73,"{""colsample_bylevel"": 0.6675986208229505, ""colsample_bytree"": 0.8915693967289063, ""gamma"": 1.0695141034509145e-05, ""learning_rate"": 0.012172879111276146, ""max_bin"": 702, ""max_delta_step"": 5, ""max_depth"": 2, ""min_child_weight"": 29.227100575937605, ""n_estimators"": 785, ""reg_alpha"": 0.01819285492040651, ""reg_lambda"": 2.349083643432766, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7534980734004133}",0.2634465434827102,0.026247593056902385,"[0.30019764923311176, 0.25241694054084174, 0.2299878676789386, 0.2691606761266156, 0.29190929576375246, 0.2370068315530008]",24.5,67.0,"[7, 5, 53, 9, 6, 67]",75,
74,"{""colsample_bylevel"": 0.612302411469991, ""colsample_bytree"": 0.6988417338729814, ""gamma"": 7.718702645078293e-05, ""learning_rate"": 0.006292670928915205, ""max_bin"": 307, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 0.49769974247133486, ""n_estimators"": 684, ""reg_alpha"": 0.1159093450784579, ""reg_lambda"": 7.896408338753141, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.8485918174075198}",0.25832399805031553,0.03649805259335807,"[0.25200177308436317, 0.26725841484408863, 0.2074752144833832, 0.2732064935574263, 0.32248534565676606, 0.2275167466758656]",17.0,33.0,"[3, 25, 2, 24, 33, 15]",75,
75,"{""colsample_bylevel"": 0.5890179834348757, ""colsample_bytree"": 0.9785886746082004, ""gamma"": 8.644269669351477e-05, ""learning_rate"": 0.017114247889530726, ""max_bin"": 603, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 2.0326521894299345, ""n_estimators"": 2192, ""reg_alpha"": 0.0014776054486164605, ""reg_lambda"": 1.2036307334901606, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.6444575168930137}",0.2643898551313992,0.01868918972526358,"[0.2513058760628365, 0.24643786691886477, 0.24304148101850817, 0.2860254910405201, 0.289904602923294, 0.26962381282437164]",28.0,74.0,"[73, 5, 1, 6, 74, 9]",75,
76,"{""colsample_bylevel"": 0.9490271447203569, ""colsample_bytree"": 0.562826802265104, ""gamma"": 0.00015904830594319158, ""learning_rate"": 0.0034977157561224405, ""max_bin"": 413, ""max_delta_step"": 3, ""max_depth"": 3, ""min_child_weight"": 0.43764748474043386, ""n_estimators"": 1794, ""reg_alpha"": 0.014894359883655327, ""reg_lambda"": 3.329189801650362, ""scale_pos_weight"": 1.0, ""subsample"": 0.7303433773938968}",0.25549803206336424,0.02682424142557957,"[0.25599799068070844, 0.25379596868612114, 0.22753333665795222, 0.2586338458165255, 0.3084098217528266, 0.2286172287860516]",47.333333333333336,127.0,"[24, 22, 7, 86, 18, 127]",75,
77,"{""colsample_bylevel"": 0.7798201656541089, ""colsample_bytree"": 0.5353821352618919, ""gamma"": 0.00014006660666446058, ""learning_rate"": 0.1119282160046271, ""max_bin"": 998, ""max_delta_step"": 3, ""max_depth"": 9, ""min_child_weight"": 0.3727844758152141, ""n_estimators"": 2301, ""reg_alpha"": 0.04853435546904985, ""reg_lambda"": 30.428045323780587, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.6202686688147857}",0.2572917454360036,0.023060076155652493,"[0.25041010786689677, 0.2391558580049157, 0.23487775979809827, 0.274374961909049, 0.3003908169470394, 0.24454096809002235]",67.0,364.0,"[3, 364, 1, 3, 5, 26]",75,
78,"{""colsample_bylevel"": 0.8579861144236988, ""colsample_bytree"": 0.8124081680505832, ""gamma"": 1.4816057729306465e-05, ""learning_rate"": 0.007620407944475058, ""max_bin"": 570, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 0.10778203825573997, ""n_estimators"": 1687, ""reg_alpha"": 4.966949555575149e-05, ""reg_lambda"": 0.3503557086438318, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.8214388309796409}",0.2666075093691569,0.03429180534378322,"[0.24338509149340393, 0.26806640172600676, 0.22809358210273223, 0.3125534706891142, 0.31130396682305184, 0.23624254338063244]",92.0,204.0,"[85, 2, 21, 49, 191, 204]",75,
79,"{""colsample_bylevel"": 0.9034250744812931, ""colsample_bytree"": 0.9794571252051811, ""gamma"": 8.927996453130028, ""learning_rate"": 0.00542552378706331, ""max_bin"": 862, ""max_delta_step"": 1, ""max_depth"": 8, ""min_child_weight"": 5.345021113440904, ""n_estimators"": 2598, ""reg_alpha"": 8.647621413489817, ""reg_lambda"": 0.1336226674002799, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8123687024363615}",0.26325202361890704,0.029020221893738575,"[0.2443020292297738, 0.25376610392504056, 0.24395280364298536, 0.28970413579777465, 0.31454631473574624, 0.23324075438212172]",16.833333333333332,39.0,"[4, 11, 11, 32, 4, 39]",75,
80,"{""colsample_bylevel"": 0.7107122752962489, ""colsample_bytree"": 0.9409694410923362, ""gamma"": 1.4149347158933485, ""learning_rate"": 0.012605640295572228, ""max_bin"": 873, ""max_delta_step"": 1, ""max_depth"": 4, ""min_child_weight"": 3.8935506198455396, ""n_estimators"": 795, ""reg_alpha"": 6.525015474312252, ""reg_lambda"": 0.7929484385787985, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7132410525996755}",0.2648969202422226,0.042242908299154704,"[0.26496406704822045, 0.23755156926667367, 0.23142207522424646, 0.2732182295023347, 0.351918439483227, 0.2303071409286334]",32.833333333333336,76.0,"[16, 76, 16, 3, 10, 76]",75,
81,"{""colsample_bylevel"": 0.9305340099873608, ""colsample_bytree"": 0.5707307887945273, ""gamma"": 13.824567400489249, ""learning_rate"": 0.07931039263080582, ""max_bin"": 720, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 1.8228798605713332, ""n_estimators"": 527, ""reg_alpha"": 0.0001882564963490111, ""reg_lambda"": 2.42439382167174, ""scale_pos_weight"": 1.0, ""subsample"": 0.6709048117232258}",0.24046777123356836,0.030461616520464196,"[0.21865105146115746, 0.22333981758010632, 0.2216013451247816, 0.2426872439189267, 0.3062901664613506, 0.23023700285508752]",39.833333333333336,115.0,"[92, 115, 16, 11, 2, 3]",75,
